,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
659,Mahindra,Scorpio,"Rs. 15,40,081",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Analog,Yes,9,Fabric,Manual,2680 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,NA,Yes,Yes,NA,Digital,Yes,Front,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2510 kg,Yes,NA,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA
660,Mahindra,Scorpio,"Rs. 16,63,054",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,5,NA,Ventilated Disc,Drum,"Hydraulic Double Acting, Telescopic Shock Absorber",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Analog,Yes,9,Leather,Manual,2680 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,NA,Yes,Yes,NA,Digital,Yes,Front,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,5.65 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2610 kg,Yes,NA,Yes,Yes,2,Rake,Rear sensors with camera,NA,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
661,Mahindra,Scorpio,"Rs. 14,23,710",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1995 mm,4456 mm,1820 mm,SUV,5,15.4 km/litre,NA,6,NA,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,NA,NA,P235/65R17,P235/65R17,Hydraulic Power,All Windows,NA,NA,140PS@3750rpm,320Nm@1500-2800rpm,Digital,Analog,Analog,Yes,9,Fabric,Manual,2680 mm,NA,Yes,CD Player with USB & Aux-in,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,NA,Yes,Yes,NA,Digital,Yes,Front,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,5.4 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,2510 kg,Yes,NA,Yes,Yes,2,Rake,NA,NA,Yes,NA,Touch Sensitive,NA,Yes,NA,Manual Adjustment,Yes,Yes,NA,Cup Holders,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA
662,Skoda,Monte Carlo,"Rs. 14,25,599",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,21.72 km/litre,1228 kg,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,NA,NA,185/60R15,185/60R15,Electro-Hydraulic,All Windows,NA,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1770 kg,Yes,NA,Yes,Yes,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
663,Skoda,Monte Carlo,"Rs. 12,69,599",1598 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,14.84 km/litre,1187 kg,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,NA,NA,185/60R15,185/60R15,Electro-Hydraulic,All Windows,NA,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552 mm,NA,Yes,Not on offer,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1710 kg,Yes,NA,Yes,NA,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
664,Skoda,Monte Carlo,"Rs. 12,99,599",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,4,21.13 km/litre,1210 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,NA,NA,185/60R16,185/60R16,Electro-Hydraulic,All Windows,NA,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1750 kg,Yes,NA,Yes,Yes,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
665,Skoda,Monte Carlo,"Rs. 11,39,599",1598 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,4,15.41 km/litre,1137 kg,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,NA,NA,185/60R15,185/60R15,Electro-Hydraulic,All Windows,NA,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1680 kg,Yes,NA,Yes,NA,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,NA
666,Mahindra,Xuv500,"Rs. 16,10,180",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Petrol,1785 mm,4585 mm,1890 mm,SUV,5,13.85 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,235/65R17,235/65R17,Electric Power,All Windows,NA,Yes,140PS@4500rpm,320Nm@2000 - 3000rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,2,"Rake, Reach",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
667,Mahindra,Xuv500,"Rs. 14,18,313",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,15.1 km/litre,1785 kg,6,200 mm,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600 mm,1600 mm,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Yes,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,NA,NA,Yes,NA,7,Fabric,Manual,2700 mm,Yes,NA,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,NA,Yes,NA,Yes,Digital,Yes,Yes,NA,Yes,Internal,NA,Manual,Analog,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,2450 kg,Yes,NA,Yes,NA,2,"Rake, Reach",NA,NA,Yes,NA,Touch Sensitive,Yes,NA,NA,Electric Adjustment,Yes,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA
668,Mahindra,Xuv500,"Rs. 15,39,488",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,NA,Yes,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Automatic,2700 mm,Yes,3,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Rake, Reach",Rear sensors,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
669,Mahindra,Xuv500,"Rs. 15,88,943",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,2,"Reach, Rake",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
670,Mahindra,Xuv500,"Rs. 17,10,118",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,Yes,3,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,2,"Reach, Rake",Rear sensors with camera,Yes,Yes,NA,Touch Sensitive,Multifunction Steering Wheel,NA,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
671,Mahindra,Xuv500,"Rs. 17,16,319",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R15,P235/65R15,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
672,Mahindra,Xuv500,"Rs. 18,37,586",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/65R17,P235/65R17,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,Yes,3,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,NA,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
673,Mahindra,Xuv500,"Rs. 17,41,319",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
674,Mahindra,Xuv500,"Rs. 18,62,586",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,Yes,3,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,NA,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
675,Mahindra,Xuv500,"Rs. 18,52,488",2179 cc,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700 mm,NA,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
676,Mahindra,Xuv500,"Rs. 19,73,664",2179 cc,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,1600 mm,1600 mm,P235/60 R18,P235/60 R18,Electric Power,All Windows,NA,Smart Key,155PS@3750rpm,330Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700 mm,Yes,3,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,Yes,Yes,Yes,Yes,6,"Reach, Rake",Rear sensors with camera,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,NA,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA
677,Mahindra,Xuv500,"Rs. 12,30,924",2179 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1785 mm,4585 mm,1890 mm,SUV,5,16 km/litre,1785 kg,6,200 mm,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,1600 mm,1600 mm,P235/65 R17,P235/65 R17,Electric Power,All Windows,NA,NA,155PS@3750rpm,360Nm@1750-2800rpm,Digital,Analog,Analog,Yes,7,Fabric,Manual,2700 mm,NA,Yes,Not on offer,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,96 litres,NA,Yes,Yes,Digital,Front,Front & Rear,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.6 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2510 kg,NA,Yes,Yes,NA,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
